"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","Zero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","M3","11/12/21","11:41:28",1,104,421,882.2,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","41",NA,NA,NA,NA,NA,NA,NA
"3","M3","11/12/21","11:41:33",1,109,429,882.2,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","41",NA,NA,NA,NA,NA,NA,NA
"4","M3","11/12/21","11:41:38",1,114,431,882.2,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","41",NA,NA,NA,NA,NA,NA,NA
"5","M3","11/12/21","11:41:43",1,119,431,882.2,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","41",NA,NA,NA,NA,NA,NA,NA
"6","M3","11/12/21","11:41:48",1,124,433,882.2,410,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","41",NA,NA,NA,NA,NA,NA,NA
"7","M3","11/12/21","11:41:53",251,129,433,882.2,409,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","41",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
"8","M3","11/12/21","11:41:58",251,134,433,882.2,408,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","41",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
"9","M3","11/12/21","11:42:03",251,139,434,882.2,408,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","42",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
"10","M3","11/12/21","11:42:08",251,144,434,882.2,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","42",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
"11","M3","11/12/21","11:42:13",251,149,435,882.2,409,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","42",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
"12","M3","11/12/21","11:42:18",251,154,438,882.2,409,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","42",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
"13","M3","11/12/21","11:42:23",251,159,444,882.2,409,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","42",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
"14","M3","11/12/21","11:42:28",251,164,443,882.2,408,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"11","12","11","42",2,"25AAC4",2021-12-11,6,NA,"25AAC4",NA
